smile,value_min,value_max,value_mean
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)[C@@H]5C[C@@H]6C(=O)N(C)C(=O)[C@H]6C[C@H]5C4=O)cc3)cc2)cc1,57.2,57.2,57.2
Cc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)[C@@H]6C[C@@H]7C(=O)N(C)C(=O)[C@H]7C[C@H]6C5=O)cc4)cc3)cc2)cc1,59.3,59.3,59.3
Cc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)[C@H]6C[C@H]7C(=O)N(C)C(=O)[C@@H]7C[C@@H]6C5=O)cc4)cc3)cc2)cc1,59.3,59.3,59.3
Cc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)[C@H]6C[C@H]7C(=O)N(C)C(=O)[C@@H]7C[C@@H]6C5=O)cc4)cc3)cc2)cc1,59.6,59.6,59.6
Cc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)[C@@H]6C[C@@H]7C(=O)N(C)C(=O)[C@H]7C[C@H]6C5=O)cc4)cc3)cc2)cc1,59.6,59.6,59.6
Cc1ccc(Oc2ccc(N3C(=O)[C@H]4C[C@H]5C(=O)N(C)C(=O)[C@@H]5C[C@@H]4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,59.2,59.2,59.2
Cc1ccc(Oc2ccc(N3C(=O)[C@@H]4C[C@@H]5C(=O)N(C)C(=O)[C@H]5C[C@H]4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,59.2,59.2,59.2
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)[C@H]6C[C@H]7C(=O)N(C)C(=O)[C@@H]7C[C@@H]6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,61.7,61.7,61.7
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)[C@@H]6C[C@@H]7C(=O)N(C)C(=O)[C@H]7C[C@H]6C5=O)cc4)cc3)(C(F)(F)F)C(F)(F)F)cc2)cc1,61.7,61.7,61.7
Cc1ccc(N2C(=O)[C@H]3C[C@H]4C(=O)N(C)C(=O)[C@@H]4C[C@@H]3C2=O)cc1,39.1,39.1,39.1
Cc1ccc(N2C(=O)[C@@H]3C[C@@H]4C(=O)N(C)C(=O)[C@H]4C[C@H]3C2=O)cc1,39.1,39.1,39.1
Cc1ccc(-c2ccc(N3C(=O)[C@H]4C[C@H]5C(=O)N(C)C(=O)[C@@H]5C[C@@H]4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,47.2,49.3,48.25
Cc1ccc(-c2ccc(N3C(=O)[C@@H]4C[C@@H]5C(=O)N(C)C(=O)[C@H]5C[C@H]4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,47.2,49.3,48.25
Cc1ccc(C(=O)Nc2ccc(N3C(=O)[C@H]4C[C@H]5C(=O)N(C)C(=O)[C@@H]5C[C@@H]4C3=O)cc2)cc1,30.6,30.6,30.6
Cc1ccc(NC(=O)c2ccc(N3C(=O)[C@@H]4C[C@@H]5C(=O)N(C)C(=O)[C@H]5C[C@H]4C3=O)cc2)cc1,30.6,30.6,30.6
Cc1ccc(C(=O)Nc2ccc(N3C(=O)[C@@H]4C[C@@H]5C(=O)N(C)C(=O)[C@H]5C[C@H]4C3=O)cc2)cc1,30.6,30.6,30.6
Cc1ccc(NC(=O)c2ccc(N3C(=O)[C@H]4C[C@H]5C(=O)N(C)C(=O)[C@@H]5C[C@@H]4C3=O)cc2)cc1,30.6,30.6,30.6
CC1CCC(CC2CCC(N3C(=O)[C@H]4C[C@H]5C(=O)N(C)C(=O)[C@@H]5C[C@@H]4C3=O)CC2)CC1,62.8,62.8,62.8
CC1CCC(CC2CCC(N3C(=O)[C@@H]4C[C@@H]5C(=O)N(C)C(=O)[C@H]5C[C@H]4C3=O)CC2)CC1,62.8,62.8,62.8
CC1CCC(CC2CCC(N3C(=O)[C@@H]4C[C@@H]5C(=O)N(C)C(=O)[C@H]5C[C@H]4C3=O)C(C)C2)CC1C,61.1,61.1,61.1
CC1CCC(CC2CCC(N3C(=O)[C@H]4C[C@H]5C(=O)N(C)C(=O)[C@@H]5C[C@@H]4C3=O)C(C)C2)CC1C,61.1,61.1,61.1
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(-c6ccc(NC(=O)c7ccc8c(c7)C(=O)N(C)C8=O)cc6C(F)(F)F)c(C(F)(F)F)c5)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,9.9,9.9,9.9
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(-c6ccc(NC(=O)c7ccc8c(c7)C(=O)N(C)C8=O)c(C(F)(F)F)c6)cc5C(F)(F)F)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,8.3,8.3,8.3
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(-c6ccc(NC(=O)c7ccc8c(c7)C(=O)N(C)C8=O)cc6C)c(C)c5)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,37.8,37.8,37.8
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Nc5cc(Cl)c(-c6cc(Cl)c(NC(=O)c7ccc8c(c7)C(=O)N(C)C8=O)cc6Cl)cc5Cl)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,40.4,40.4,40.4
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(C)C7=O)cc5C(F)(F)F)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,26.5,26.5,26.5
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(C)C7=O)c(C(F)(F)F)c5)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,26.5,26.5,26.5
Cc1ccc(-c2ccc(N3C(=O)c4cc(Cl)c(-c5cc6c(cc5Cl)C(=O)N(C)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,23.8,23.8,23.8
Cc1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(N5C(=O)c6cc(Cl)c(-c7cc8c(cc7Cl)C(=O)N(C)C8=O)cc6C5=O)cc4)cc3C(F)(F)F)c(C(F)(F)F)c2)cc1,15.1,15.1,15.1
Cc1cc(Cl)c(-c2cc(Cl)c(N3C(=O)c4cc(Cl)c(-c5cc6c(cc5Cl)C(=O)N(C)C6=O)cc4C3=O)cc2Cl)cc1Cl,17.6,17.6,17.6
Cc1ccc(Oc2ccc(N3C(=O)c4cc(Cl)c(-c5cc6c(cc5Cl)C(=O)N(C)C6=O)cc4C3=O)cc2)cc1,29.5,29.5,29.5
Cc1c(C)c(C)c(N2C(=O)c3cc(Cl)c(-c4cc5c(cc4Cl)C(=O)N(C)C5=O)cc3C2=O)c(C)c1C,16.4,16.4,16.4
Cc1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(C)c(=O)c5cc4c3=O)cc2C(F)(F)F)cc1,52.1,52.1,52.1
Cc1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(C)c(=O)c5cc4c3=O)cc2)c(C(F)(F)F)c1,52.1,52.1,52.1
Cc1ccc2oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(C)C7=O)cc5C4=O)cc3c(=O)c2c1,10.2,10.2,10.2
Cc1ccc(Sc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2C(F)(F)F)cc1,47.4,47.4,47.4
Cc1ccc(Sc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2)c(C(F)(F)F)c1,47.4,47.4,47.4
Cc1ccc(Sc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2)c(C(F)(F)F)c1,53.4,53.4,53.4
Cc1ccc(Sc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2C(F)(F)F)cc1,53.4,53.4,53.4
Cc1ccc(Sc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2)c(C(F)(F)F)c1,62.1,62.1,62.1
Cc1ccc(Sc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2C(F)(F)F)cc1,62.1,62.1,62.1
Cc1ccc(Sc2ccc(-n3c(=O)c4cc5c(=O)n(C)c(=O)c5cc4c3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,53.7,53.7,53.7
Cc1ccc(Sc2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,52.1,52.1,52.1
Cc1ccc(Sc2ccc(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,54.2,54.2,54.2
Cc1ccc(Sc2ccc(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,63.2,63.2,63.2
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(C)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(c3cccc(C(F)(F)F)c3)C(F)(F)F)cc2)c(C(F)(F)F)c1,55.49,55.49,55.49
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(C)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(c3cccc(C(F)(F)F)c3)C(F)(F)F)cc2)c(C(F)(F)F)c1,48.85,48.85,48.85
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(C)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(c3cccc(C(F)(F)F)c3)C(F)(F)F)cc2)c(C(F)(F)F)c1,58.34,58.34,58.34
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(C)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4C(F)(F)F)cc3)(c3cccc(C(F)(F)F)c3)C(F)(F)F)cc2)c(C(F)(F)F)c1,55.94,55.94,55.94
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(C)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(F)(F)F)cc2)c(C(F)(F)F)c1,62.09,62.09,62.09
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(C)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(F)(F)F)cc2)c(C(F)(F)F)c1,58.2,58.2,58.2
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(C)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(F)(F)F)cc2)c(C(F)(F)F)c1,61.16,61.16,61.16
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(C)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4C(F)(F)F)cc3)(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(F)(F)F)cc2)c(C(F)(F)F)c1,61.77,61.77,61.77
Cc1cc(C2(c3cc(C)c(N4C(=O)c5ccc(Oc6ccc(C(C)(C)c7ccc(Oc8ccc9c(c8)C(=O)N(C)C9=O)cc7)cc6)cc5C4=O)c(C)c3)c3cc(O)ccc3-c3ccc(O)cc32)cc(C)c1C,56.76,63.06,58.97
CC(=O)Oc1ccc2c(c1)C(c1cc(C)c(C)c(C)c1)(c1cc(C)c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(C)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c1)c1cc(OC(C)=O)ccc1-2,59.53,69.59,63.38333333333333
CCC(=O)Oc1ccc2c(c1)C(c1cc(C)c(C)c(C)c1)(c1cc(C)c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)c(C)c1)c1cc(OC(=O)CC)ccc1-2,68.69,74.29,71.26666666666667
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(C)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c2)cc1C,35.7,35.7,35.7
Cc1cc(C)c(-c2cc(C)c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(C)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2C)cc1C,34.3,34.3,34.3
Cc1ccc(OC2C3OC4(CCCCC4)OC3C(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(C)C7=O)cc5C4=O)cc3)C3OC4(CCCCC4)OC23)cc1,36.7,45.5,41.1
Cc1ccc(OC2C3OC4(CCCCC4)OC3C(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3C(F)(F)F)C3OC4(CCCCC4)OC23)c(C(F)(F)F)c1,47.5,61.8,54.65
Cc1ccc2oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3c(=O)c2c1,32.6,32.6,32.6
Cc1ccc(-c2cc(-c3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2)cc1,28.0,28.0,28.0
Cc1cccc(-c2cc(-c3cccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c3)cc(C(c3ccccc3)(c3ccccc3)c3ccccc3)c2)c1,47.0,47.0,47.0
Cc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(C(=O)Oc7ccc(OC(=O)c8ccc9c(c8)C(=O)N(C)C9=O)cc7)cc6C5=O)c4)cc3)cc2)c1,73.6,73.6,73.6
Cc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)Oc7ccc(OC(=O)c8ccc9c(c8)C(=O)N(C)C9=O)cc7)cc6C5=O)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,56.9,56.9,56.9
Cc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(OC(=O)c7ccc(C(=O)Oc8ccc9c(c8)C(=O)N(C)C9=O)cc7)cc6C5=O)c4)cc3)cc2)c1,52.7,52.7,52.7
Cc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(OC(=O)c7ccc(C(=O)Oc8ccc9c(c8)C(=O)N(C)C9=O)cc7)cc6C5=O)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,75.3,75.3,75.3
Cc1cccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cccc(N5C(=O)c6ccc(Oc7ccc(Oc8ccc9c(c8)C(=O)N(C)C9=O)cc7)cc6C5=O)c4)cc3)cc2)c1,120.0,120.0,120.0
Cc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(Oc8ccc9c(c8)C(=O)N(C)C9=O)cc7)cc6C5=O)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,61.0,61.0,61.0
Cc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(-n4c(=O)c5cc6c(=O)n(C)c(=O)c6cc5c4=O)cc3)cc2)cc1,-4.6,-4.6,-4.6
Cc1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(-n5c(=O)c6cc7c(=O)n(C)c(=O)c7cc6c5=O)cc4)cc3C(F)(F)F)c(C(F)(F)F)c2)cc1,-0.7,-0.7,-0.7
Cc1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc(-n5c(=O)c6cc7c(=O)n(C)c(=O)c7cc6c5=O)cc4)cc3)cc2)cc1,33.6,33.6,33.6
Cc1ccc(C(=O)Nc2ccc(NC(=O)c3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(C)C7=O)cc5C4=O)cc3)cc2)cc1,-0.8,-0.8,-0.8
Cc1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(C)C8=O)cc6C5=O)cc4)cc3C(F)(F)F)c(C(F)(F)F)c2)cc1,3.3,3.3,3.3
Cc1ccc(C(=O)Nc2ccc(Oc3ccc(NC(=O)c4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(C)C8=O)cc6C5=O)cc4)cc3)cc2)cc1,46.8,46.8,46.8
Cc1ccc(-c2ccc(N3C(=O)C4C5(C)C(=O)N(C)C(=O)C5C4(C)C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,28.1,28.1,28.1
Cc1ccc(-c2ccc(N3C(=O)C4C5C(=O)N(C)C(=O)C5C4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,20.7,20.7,20.7
Cc1ccc(NC(=O)c2ccc(N3C(=O)C4C5(C)C(=O)N(C)C(=O)C5C4(C)C3=O)cc2)cc1,17.6,17.6,17.6
Cc1ccc(C(=O)Nc2ccc(N3C(=O)C4C5(C)C(=O)N(C)C(=O)C5C4(C)C3=O)cc2)cc1,17.6,17.6,17.6
Cc1ccc(C(=O)Nc2ccc(N3C(=O)C4C5C(=O)N(C)C(=O)C5C4C3=O)cc2)cc1,9.3,9.3,9.3
Cc1ccc(NC(=O)c2ccc(N3C(=O)C4C5C(=O)N(C)C(=O)C5C4C3=O)cc2)cc1,9.3,9.3,9.3
Cc1ccc(NC(=O)c2ccc(N3C(=O)C4CC5C(=O)N(C)C(=O)C5CC4C3=O)cc2)cc1,46.7,46.7,46.7
Cc1ccc(C(=O)Nc2ccc(N3C(=O)C4CC5C(=O)N(C)C(=O)C5CC4C3=O)cc2)cc1,46.7,46.7,46.7
Cc1ccc(OC(=O)c2ccc(N3C(=O)C4C5C(=O)N(C)C(=O)C5C4C3=O)cc2)cc1,17.8,17.8,17.8
Cc1ccc(C(=O)Oc2ccc(N3C(=O)C4C5C(=O)N(C)C(=O)C5C4C3=O)cc2)cc1,17.8,17.8,17.8
Cc1ccc(OC(=O)c2ccc(N3C(=O)C4C5(C)C(=O)N(C)C(=O)C5C4(C)C3=O)cc2)c(C)c1,49.5,49.5,49.5
Cc1ccc(C(=O)Oc2ccc(N3C(=O)C4C5(C)C(=O)N(C)C(=O)C5C4(C)C3=O)cc2C)cc1,49.5,49.5,49.5
Cc1ccc(OC(=O)c2ccc(N3C(=O)C4C5C(=O)N(C)C(=O)C5C4C3=O)cc2)c(C)c1,19.7,19.7,19.7
Cc1ccc(C(=O)Oc2ccc(N3C(=O)C4C5C(=O)N(C)C(=O)C5C4C3=O)cc2C)cc1,19.7,19.7,19.7
CC1CCC(N2C(=O)C3C4(C)C(=O)N(C)C(=O)C4C3(C)C2=O)CC1,42.8,42.8,42.8
CC1CCC(N2C(=O)C3C4C(=O)N(C)C(=O)C4C3C2=O)CC1,25.7,25.7,25.7
CC1CCC(N2C(=O)C3CC4C(=O)N(C)C(=O)C4CC3C2=O)CC1,60.0,60.0,60.0
CC1CCC(CC2CCC(N3C(=O)C4C5(C)C(=O)N(C)C(=O)C5C4(C)C3=O)CC2)CC1,71.4,71.4,71.4
CC1CCC(CC2CCC(N3C(=O)C4C5C(=O)N(C)C(=O)C5C4C3=O)CC2)CC1,63.0,63.0,63.0
CC1CCC(CC2CCC(N3C(=O)C4C5(C)C(=O)N(C)C(=O)C5C4(C)C3=O)C(C)C2)CC1C,69.0,69.0,69.0
CC1CCC(CC2CCC(N3C(=O)C4C5C(=O)N(C)C(=O)C5C4C3=O)C(C)C2)CC1C,68.3,68.3,68.3
Cc1ccc(-c2ccc(-c3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3C)cc2)c(C)c1,40.0,40.0,40.0
Cc1cc(C)c(-c2ccc(-c3cc(C)c(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3C)cc2)cc1C,35.0,35.0,35.0
Cc1cc(C)c(-c2cc(C)c(-c3cc(C)c(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3C)cc2C)cc1C,42.0,42.0,42.0
Cc1ccc(-c2ccc(-c3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)c(C)c3C)cc2)c(C)c1C,30.0,30.0,30.0
Cc1cc(-c2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(C)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c2C)c(C)cc1-c1ccc(C)c(C)c1C,34.0,34.0,34.0
Cc1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(C)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2)c(C(F)(F)F)c1,54.9,54.9,54.9
Cc1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(C)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc2C(F)(F)F)cc1,54.9,54.9,54.9
C=Cc1c(F)c(F)c(Oc2ccc(C(c3ccc(C)cc3)c3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3)cc2)c(F)c1F,68.8,68.8,68.8
Cc1ccc(Oc2ccc(N3C(=O)C4C5C(=O)N(C)C(=O)C5C4C3=O)cc2)cc1,50.3,50.3,50.3
Cc1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(N5C(=O)C6C7C(=O)N(C)C(=O)C7C6C5=O)cc4)cc3C(F)(F)F)c(C(F)(F)F)c2)cc1,11.7,11.7,11.7
Cc1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(N5C(=O)[C@H]6C[C@H]7C(=O)N(C)C(=O)[C@@H]7C[C@@H]6C5=O)cc4)cc3C(F)(F)F)c(C(F)(F)F)c2)cc1,25.4,25.4,25.4
Cc1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(N5C(=O)[C@@H]6C[C@@H]7C(=O)N(C)C(=O)[C@H]7C[C@H]6C5=O)cc4)cc3C(F)(F)F)c(C(F)(F)F)c2)cc1,25.4,25.4,25.4
Cc1ccc2c(c1)nc(-c1ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(C)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1C)n2-c1ccccc1,46.0,46.0,46.0
Cc1ccc(-c2nc3cc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc3n2-c2ccccc2)c(C)c1,46.0,46.0,46.0
Cc1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc6c(c5)Oc5cc(OC(=O)c7ccc8c(c7)C(=O)N(C)C8=O)ccc5C65c6ccccc6-c6ccccc65)cc4C3=O)cc2)cc1,54.1,54.1,54.1
Cc1ccc(N2C(=O)c3ccc(C(=O)Oc4ccc5c(c4)Oc4cc(OC(=O)c6ccc7c(c6)C(=O)N(C)C7=O)ccc4C54c5ccccc5-c5ccccc54)cc3C2=O)cc1,57.5,57.5,57.5
Cc1ccc(C(=O)Nc2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc6c(c5)Oc5cc(OC(=O)c7ccc8c(c7)C(=O)N(C)C8=O)ccc5C65c6ccccc6-c6ccccc65)cc4C3=O)cc2)cc1,39.5,39.5,39.5
Cc1ccc(NC(=O)c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc6c(c5)Oc5cc(OC(=O)c7ccc8c(c7)C(=O)N(C)C8=O)ccc5C65c6ccccc6-c6ccccc65)cc4C3=O)cc2)cc1,39.5,39.5,39.5
Cc1ccc(-c2nc3cc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)ccc3n2-c2ccccc2)c(C(F)(F)F)c1,49.0,49.0,49.0
Cc1ccc2c(c1)nc(-c1ccc(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(C)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)cc1C(F)(F)F)n2-c1ccccc1,49.0,49.0,49.0
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc6c(c5)Oc5cc(OC(=O)c7ccc8c(c7)C(=O)N(C)C8=O)ccc5C65c6ccccc6-c6ccccc65)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,45.6,45.6,45.6
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc(C6(c7ccc(OC(=O)c8ccc9c(c8)C(=O)N(C)C9=O)cc7)c7ccccc7-c7ccccc76)cc5)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,50.7,50.7,50.7
Cc1ccc(C(=O)Oc2ccc3c(c2)Oc2cc(OC(=O)c4ccc(N5C(=O)C6C7C(=O)N(C)C(=O)C7C6C5=O)cc4)ccc2C32c3ccccc3-c3ccccc32)cc1,26.0,49.1,38.3
Cc1ccc(C(=O)Oc2ccc(C3(c4ccc(OC(=O)c5ccc(N6C(=O)C7C8C(=O)N(C)C(=O)C8C7C6=O)cc5)cc4)c4ccccc4-c4ccccc43)cc2)cc1,30.8,30.8,30.8
Cc1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc6c(c5)C5(c7ccc(OC(=O)c8ccc9c(c8)C(=O)N(C)C9=O)cc7O6)c6ccccc6-c6ccccc65)cc4C3=O)cc2)cc1,37.3,37.3,37.3
Cc1ccc(Oc2ccc(N3C(=O)c4ccc(C(=O)Oc5ccc6c(c5)Oc5ccc(OC(=O)c7ccc8c(c7)C(=O)N(C)C8=O)cc5C65c6ccccc6-c6ccccc65)cc4C3=O)cc2)cc1,37.3,37.3,37.3
Cc1ccc(N2C(=O)c3ccc(C(=O)Oc4ccc5c(c4)C4(c6ccc(OC(=O)c7ccc8c(c7)C(=O)N(C)C8=O)cc6O5)c5ccccc5-c5ccccc54)cc3C2=O)cc1,48.3,48.3,48.3
