smile,value_min,value_max,value_mean
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(Oc8ccc9c(c8)C(=O)N(C)C9=O)cc7C(C)(C)C)cc6C5=O)cc4C(F)(F)F)cc3)(C(F)(F)F)C(F)(F)F)cc2)c(C(F)(F)F)c1,112.0,112.0,112.0
Cc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(Oc9ccc%10c(c9)C(=O)N(C)C%10=O)c(C(C)(C)C)c8)cc7C6=O)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1,123.0,123.0,123.0
Cc1ccc(Oc2ccc(C3(c4ccc(Oc5ccc(N6C(=O)c7ccc(Oc8ccc(Oc9ccc%10c(c9)C(=O)N(C)C%10=O)cc8C(C)(C)C)cc7C6=O)cc5C(F)(F)F)cc4)c4ccccc4-c4ccccc43)cc2)c(C(F)(F)F)c1,123.0,123.0,123.0
Cc1cccc(C(=O)Nc2ccc3oc4ccc(NC(=O)c5cccc(N6C(=O)c7ccc(C(c8ccc9c(c8)C(=O)N(C)C9=O)(C(F)(F)F)C(F)(F)F)cc7C6=O)c5)cc4c(=O)c3c2)c1,109.0,109.0,109.0
Cc1ccc(-c2ccc(N3C(=O)C4CC5C(=O)N(C)C(=O)C5CC4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,98.0,98.0,98.0
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)C5CC6C(=O)N(C)C(=O)C6CC5C4=O)cc3C(F)(F)F)cc2)c(C(F)(F)F)c1,106.0,106.0,106.0
Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)C6CC7C(=O)N(C)C(=O)C7CC6C5=O)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,108.0,108.0,108.0
Cc1ccc2oc3ccc(-n4c(=O)c5cc6c(=O)n(C)c(=O)c6cc5c4=O)cc3c(=O)c2c1,164.0,164.0,164.0
Cc1cccc(C(=O)Nc2ccc3oc4ccc(NC(=O)c5cccc(N6C(=O)c7ccc(Oc8ccc9c(c8)C(=O)N(C)C9=O)cc7C6=O)c5)cc4c(=O)c3c2)c1,122.0,122.0,122.0
Cc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)C6CC7C(=O)N(C)C(=O)C7CC6C5=O)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,98.0,98.0,98.0
Cc1cc(Oc2ccc(S(=O)(=O)c3ccc(Oc4cc(N5C(=O)C6CC7C(=O)N(C)C(=O)C7CC6C5=O)cc(C(F)(F)F)c4)cc3)cc2)cc(C(F)(F)F)c1,93.0,93.0,93.0
Cc1ccc(N2C(=O)c3ccc(C(c4ccc5c(c4)C(=O)N(C)C5=O)(C(F)(F)F)C(F)(F)F)cc3C2=O)cc1,95.0,95.0,95.0
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(C)C%10=O)cc8)CCCCC7)cc6)cc5C4=O)cc3C(F)(F)F)cc2)c(C(F)(F)F)c1,113.0,113.0,113.0
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(C)C%10=O)cc8)CCCCC7)cc6)cc5C4=O)cc3C(F)(F)F)c(C(C)(C)C)c2)c(C(F)(F)F)c1,98.0,98.0,98.0
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(C)C%10=O)cc8)CCCCC7)cc6)cc5C4=O)cc3C(F)(F)F)cc2C(C)(C)C)c(C(F)(F)F)c1,98.0,98.0,98.0
Cc1ccc(Oc2cc(C(C)(C)C)c(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(C)C%10=O)cc8)CCCCC7)cc6)cc5C4=O)cc3C(F)(F)F)cc2C(C)(C)C)c(C(F)(F)F)c1,100.0,100.0,100.0
Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(C)C%11=O)cc9)CCCCC8)cc7)cc6C5=O)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,86.0,86.0,86.0
Cc1ccc(Oc2c(C)cc(-c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(C)C%11=O)cc9)CCCCC8)cc7)cc6C5=O)cc4C(F)(F)F)c(C)c3)cc2C)c(C(F)(F)F)c1,80.0,80.0,80.0
Cc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(C)C%11=O)cc9)CCCCC8)cc7)cc6C5=O)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,81.0,81.0,81.0
Cc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(C)C%11=O)cc9)CCCCC8)cc7)cc6C5=O)cc4C(F)(F)F)cc3)cc2)c(C(F)(F)F)c1,105.0,105.0,105.0
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(C)C%10=O)cc8)CCCCC7)cc6)cc5C4=O)cc3)cc2)cc1,95.0,95.0,95.0
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(C)C%10=O)cc8)CCCCC7)cc6)cc5C4=O)cc3)cc2C(C)(C)C)cc1,73.0,73.0,73.0
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(C)C%10=O)cc8)CCCCC7)cc6)cc5C4=O)cc3)c(C(C)(C)C)c2)cc1,73.0,73.0,73.0
Cc1ccc(Oc2cc(C(C)(C)C)c(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(C)C%10=O)cc8)CCCCC7)cc6)cc5C4=O)cc3)cc2C(C)(C)C)cc1,83.0,83.0,83.0
Cc1ccc(Oc2ccc(-c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(C)C%11=O)cc9)CCCCC8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,87.0,87.0,87.0
Cc1ccc(Oc2c(C)cc(-c3cc(C)c(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(C)C%11=O)cc9)CCCCC8)cc7)cc6C5=O)cc4)c(C)c3)cc2C)cc1,101.0,101.0,101.0
Cc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(C)C%11=O)cc9)CCCCC8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,87.0,87.0,87.0
Cc1ccc(Oc2ccc(C(=O)c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc(C8(c9ccc(Oc%10ccc%11c(c%10)C(=O)N(C)C%11=O)cc9)CCCCC8)cc7)cc6C5=O)cc4)cc3)cc2)cc1,87.0,87.0,87.0
Cc1cc(C(c2ccccc2)c2cc(C)c(N3C(=O)C4CC5C(=O)N(C)C(=O)C5CC4C3=O)c(C)c2)cc(C)c1C,87.0,87.0,87.0
Cc1cc(C(c2ccc(F)cc2)c2cc(C)c(N3C(=O)C4CC5C(=O)N(C)C(=O)C5CC4C3=O)c(C)c2)cc(C)c1C,86.0,86.0,86.0
Cc1cc(C(c2cc(C)c(N3C(=O)C4CC5C(=O)N(C)C(=O)C5CC4C3=O)c(C)c2)c2cc(F)c(F)c(F)c2)cc(C)c1C,91.0,91.0,91.0
Cc1cc(C(c2ccccc2)c2cc(C)c(N3C(=O)C4C5C=CC(C6C(=O)N(C)C(=O)C56)C4C3=O)c(C)c2)cc(C)c1C,76.0,76.0,76.0
Cc1cc(C(c2ccc(F)cc2)c2cc(C)c(N3C(=O)C4C5C=CC(C6C(=O)N(C)C(=O)C56)C4C3=O)c(C)c2)cc(C)c1C,81.0,81.0,81.0
Cc1cc(C(c2cc(C)c(N3C(=O)C4C5C=CC(C6C(=O)N(C)C(=O)C56)C4C3=O)c(C)c2)c2cc(F)c(F)c(F)c2)cc(C)c1C,91.0,91.0,91.0
Cc1cccc(-c2cc(Oc3ccc(N4C(=O)c5ccc(C(=O)Nc6ccc(Oc7cc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)OC%10=O)cc8C(F)(F)F)cc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)N(C)C%10=O)cc8C(F)(F)F)c7)c(C(F)(F)F)c6)cc5C4=O)cc3C(F)(F)F)ccc2Oc2ccc(C)cc2C(F)(F)F)c1,98.3,98.3,98.3
Cc1cccc(-c2cc(Oc3ccc(C)cc3C(F)(F)F)ccc2Oc2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(Oc6cc(Oc7ccc(NC(=O)c8ccc9c(c8)C(=O)OC9=O)cc7C(F)(F)F)cc(Oc7ccc(NC(=O)c8ccc9c(c8)C(=O)N(C)C9=O)cc7C(F)(F)F)c6)c(C(F)(F)F)c5)cc4C3=O)cc2C(F)(F)F)c1,98.3,98.3,98.3
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C(=O)Nc6ccc(Oc7cc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)OC%10=O)cc8C(F)(F)F)cc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)N(C)C%10=O)cc8C(F)(F)F)c7)c(C(F)(F)F)c6)cc5C4=O)cc3C(F)(F)F)c(-c3cccc(C(F)(F)F)c3)c2)c(C(F)(F)F)c1,94.0,94.0,94.0
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C(=O)Nc6ccc(Oc7cc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)OC%10=O)cc8C(F)(F)F)cc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)N(C)C%10=O)cc8C(F)(F)F)c7)c(C(F)(F)F)c6)cc5C4=O)cc3C(F)(F)F)cc2-c2cccc(C(F)(F)F)c2)c(C(F)(F)F)c1,94.0,94.0,94.0
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C(=O)Nc6ccc(Oc7cc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)OC%10=O)cc8C(F)(F)F)cc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)N(C)C%10=O)cc8C(F)(F)F)c7)c(C(F)(F)F)c6)cc5C4=O)cc3C(F)(F)F)c(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2)c(C(F)(F)F)c1,92.7,92.7,92.7
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C(=O)Nc6ccc(Oc7cc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)OC%10=O)cc8C(F)(F)F)cc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)N(C)C%10=O)cc8C(F)(F)F)c7)c(C(F)(F)F)c6)cc5C4=O)cc3C(F)(F)F)cc2-c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c(C(F)(F)F)c1,92.7,92.7,92.7
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C(=O)Nc6ccc(Oc7cc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)OC%10=O)cc8C(F)(F)F)cc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)N(C)C%10=O)cc8C(F)(F)F)c7)c(C(F)(F)F)c6)cc5C4=O)cc3C(F)(F)F)c(-c3cc(Cl)cc(C(F)(F)F)c3)c2)c(C(F)(F)F)c1,88.2,88.2,88.2
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C(=O)Nc6ccc(Oc7cc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)OC%10=O)cc8C(F)(F)F)cc(Oc8ccc(NC(=O)c9ccc%10c(c9)C(=O)N(C)C%10=O)cc8C(F)(F)F)c7)c(C(F)(F)F)c6)cc5C4=O)cc3C(F)(F)F)cc2-c2cc(Cl)cc(C(F)(F)F)c2)c(C(F)(F)F)c1,88.2,88.2,88.2
Cc1ccc(Oc2ccc(N3C(=O)c4ccc(C(c5cc(C(F)(F)F)cc(C(F)(F)F)c5)(c5ccc6c(c5)C(=O)N(C)C6=O)C(F)(F)F)cc4C3=O)cc2)cc1,87.7,87.7,87.7
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C(c6cc(C(F)(F)F)cc(C(F)(F)F)c6)(c6ccc7c(c6)C(=O)N(C)C7=O)C(F)(F)F)cc5C4=O)cc3)cc2)cc1,87.8,87.8,87.8
Cc1cccc(Oc2ccc(N3C(=O)c4ccc(C(c5cc(C(F)(F)F)cc(C(F)(F)F)c5)(c5ccc6c(c5)C(=O)N(C)C6=O)C(F)(F)F)cc4C3=O)cc2)c1,102.7,102.7,102.7
Cc1ccc(Oc2cccc(N3C(=O)c4ccc(C(c5cc(C(F)(F)F)cc(C(F)(F)F)c5)(c5ccc6c(c5)C(=O)N(C)C6=O)C(F)(F)F)cc4C3=O)c2)cc1,102.7,102.7,102.7
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(C(c6cc(C(F)(F)F)cc(C(F)(F)F)c6)(c6ccc7c(c6)C(=O)N(C)C7=O)C(F)(F)F)cc5C4=O)cc3C(F)(F)F)cc2)c(C(F)(F)F)c1,99.5,99.5,99.5
Cc1ccc(Oc2ccc(N3C(=O)[C@H]4C[C@H]5C(=O)N(C)C(=O)[C@@H]5C[C@@H]4C3=O)cc2)cc1,95.0,95.0,95.0
Cc1ccc(Oc2ccc(N3C(=O)[C@@H]4C[C@@H]5C(=O)N(C)C(=O)[C@H]5C[C@H]4C3=O)cc2)cc1,95.0,95.0,95.0
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)[C@H]5C[C@H]6C(=O)N(C)C(=O)[C@@H]6C[C@@H]5C4=O)cc3)cc2)cc1,93.0,93.0,93.0
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)[C@@H]5C[C@@H]6C(=O)N(C)C(=O)[C@H]6C[C@H]5C4=O)cc3)cc2)cc1,93.0,93.0,93.0
Cc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)[C@@H]6C[C@@H]7C(=O)N(C)C(=O)[C@H]7C[C@H]6C5=O)cc4)cc3)cc2)cc1,71.0,71.0,71.0
Cc1ccc(Oc2ccc(C(C)(C)c3ccc(Oc4ccc(N5C(=O)[C@H]6C[C@H]7C(=O)N(C)C(=O)[C@@H]7C[C@@H]6C5=O)cc4)cc3)cc2)cc1,71.0,71.0,71.0
Cc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)[C@H]6C[C@H]7C(=O)N(C)C(=O)[C@@H]7C[C@@H]6C5=O)cc4)cc3)cc2)cc1,90.0,90.0,90.0
Cc1ccc(Oc2ccc(S(=O)(=O)c3ccc(Oc4ccc(N5C(=O)[C@@H]6C[C@@H]7C(=O)N(C)C(=O)[C@H]7C[C@H]6C5=O)cc4)cc3)cc2)cc1,90.0,90.0,90.0
Cc1ccc(N2C(=O)[C@@H]3C[C@@H]4C(=O)N(C)C(=O)[C@H]4C[C@H]3C2=O)cc1,130.0,130.0,130.0
Cc1ccc(N2C(=O)[C@H]3C[C@H]4C(=O)N(C)C(=O)[C@@H]4C[C@@H]3C2=O)cc1,130.0,130.0,130.0
CC1CCC(CC2CCC(N3C(=O)[C@H]4C[C@H]5C(=O)N(C)C(=O)[C@@H]5C[C@@H]4C3=O)CC2)CC1,76.0,76.0,76.0
CC1CCC(CC2CCC(N3C(=O)[C@@H]4C[C@@H]5C(=O)N(C)C(=O)[C@H]5C[C@H]4C3=O)CC2)CC1,76.0,76.0,76.0
CC1CCC(CC2CCC(N3C(=O)[C@@H]4C[C@@H]5C(=O)N(C)C(=O)[C@H]5C[C@H]4C3=O)C(C)C2)CC1C,84.0,84.0,84.0
CC1CCC(CC2CCC(N3C(=O)[C@H]4C[C@H]5C(=O)N(C)C(=O)[C@@H]5C[C@@H]4C3=O)C(C)C2)CC1C,84.0,84.0,84.0
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(-c6ccc(NC(=O)c7ccc8c(c7)C(=O)N(C)C8=O)cc6C(F)(F)F)c(C(F)(F)F)c5)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,180.0,180.0,180.0
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(-c6ccc(NC(=O)c7ccc8c(c7)C(=O)N(C)C8=O)c(C(F)(F)F)c6)cc5C(F)(F)F)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,200.0,200.0,200.0
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(-c6ccc(NC(=O)c7ccc8c(c7)C(=O)N(C)C8=O)cc6C)c(C)c5)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,130.0,130.0,130.0
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Nc5cc(Cl)c(-c6cc(Cl)c(NC(=O)c7ccc8c(c7)C(=O)N(C)C8=O)cc6Cl)cc5Cl)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,120.0,120.0,120.0
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(C)C7=O)c(C(F)(F)F)c5)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,150.0,150.0,150.0
Cc1ccc(-c2ccc(N3C(=O)c4ccc(C(=O)Nc5ccc(NC(=O)c6ccc7c(c6)C(=O)N(C)C7=O)cc5C(F)(F)F)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,150.0,150.0,150.0
Cc1ccc(Oc2cc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(C)c(=O)c6cc5c4=O)cc3C(F)(F)F)c3ccccc3c2)c(C(F)(F)F)c1,57.0,57.0,57.0
Cc1ccc(Oc2cc(Oc3ccc(-n4c(=O)c5cc6c(=O)n(C)c(=O)c6cc5c4=O)cc3C(F)(F)F)cc3ccccc23)c(C(F)(F)F)c1,57.0,57.0,57.0
Cc1ccc(Oc2cc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(C)C7=O)cc5C4=O)cc3C(F)(F)F)c3ccccc3c2)c(C(F)(F)F)c1,108.0,108.0,108.0
Cc1ccc(Oc2cc(Oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(C)C7=O)cc5C4=O)cc3C(F)(F)F)cc3ccccc23)c(C(F)(F)F)c1,108.0,108.0,108.0
Cc1ccc(Oc2cc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(C)C7=O)cc5C4=O)cc3C(F)(F)F)cc3ccccc23)c(C(F)(F)F)c1,111.0,111.0,111.0
Cc1ccc(Oc2cc(Oc3ccc(N4C(=O)c5ccc(C(=O)c6ccc7c(c6)C(=O)N(C)C7=O)cc5C4=O)cc3C(F)(F)F)c3ccccc3c2)c(C(F)(F)F)c1,111.0,111.0,111.0
Cc1ccc(Oc2cc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(C)C7=O)cc5C4=O)cc3C(F)(F)F)c3ccccc3c2)c(C(F)(F)F)c1,113.0,113.0,113.0
Cc1ccc(Oc2cc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc7c(c6)C(=O)N(C)C7=O)cc5C4=O)cc3C(F)(F)F)cc3ccccc23)c(C(F)(F)F)c1,113.0,113.0,113.0
Cc1ccc(Oc2cc(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N(C)C7=O)cc5C4=O)cc3C(F)(F)F)cc3ccccc23)c(C(F)(F)F)c1,62.0,62.0,62.0
Cc1ccc(Oc2cc(Oc3ccc(N4C(=O)c5ccc(S(=O)(=O)c6ccc7c(c6)C(=O)N(C)C7=O)cc5C4=O)cc3C(F)(F)F)c3ccccc3c2)c(C(F)(F)F)c1,62.0,62.0,62.0
Cc1ccc(Oc2cc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3C(F)(F)F)c3ccccc3c2)c(C(F)(F)F)c1,94.0,94.0,94.0
Cc1ccc(Oc2cc(Oc3ccc(N4C(=O)c5ccc(C(c6ccc7c(c6)C(=O)N(C)C7=O)(C(F)(F)F)C(F)(F)F)cc5C4=O)cc3C(F)(F)F)cc3ccccc23)c(C(F)(F)F)c1,94.0,94.0,94.0
Cc1ccc(-c2ccc(N3C(=O)c4cc(Cl)c(-c5cc6c(cc5Cl)C(=O)N(C)C6=O)cc4C3=O)cc2C(F)(F)F)c(C(F)(F)F)c1,185.8,185.8,185.8
Cc1ccc(C(=O)Nc2ccc(-c3ccc(NC(=O)c4ccc(N5C(=O)c6cc(Cl)c(-c7cc8c(cc7Cl)C(=O)N(C)C8=O)cc6C5=O)cc4)cc3C(F)(F)F)c(C(F)(F)F)c2)cc1,203.6,203.6,203.6
Cc1cc(Cl)c(-c2cc(Cl)c(N3C(=O)c4cc(Cl)c(-c5cc6c(cc5Cl)C(=O)N(C)C6=O)cc4C3=O)cc2Cl)cc1Cl,228.3,228.3,228.3
Cc1ccc(Oc2ccc(N3C(=O)c4cc(Cl)c(-c5cc6c(cc5Cl)C(=O)N(C)C6=O)cc4C3=O)cc2)cc1,171.3,171.3,171.3
Cc1c(C)c(C)c(N2C(=O)c3cc(Cl)c(-c4cc5c(cc4Cl)C(=O)N(C)C5=O)cc3C2=O)c(C)c1C,151.0,151.0,151.0
Cc1ccc2oc3ccc(N4C(=O)c5ccc(-c6ccc7c(c6)C(=O)N(C)C7=O)cc5C4=O)cc3c(=O)c2c1,181.0,181.0,181.0
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(C)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(c3cccc(C(F)(F)F)c3)C(F)(F)F)cc2)c(C(F)(F)F)c1,91.0,91.0,91.0
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(C)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(c3cccc(C(F)(F)F)c3)C(F)(F)F)cc2)c(C(F)(F)F)c1,93.0,93.0,93.0
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(C)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(c3cccc(C(F)(F)F)c3)C(F)(F)F)cc2)c(C(F)(F)F)c1,96.0,96.0,96.0
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(C)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4C(F)(F)F)cc3)(c3cccc(C(F)(F)F)c3)C(F)(F)F)cc2)c(C(F)(F)F)c1,89.0,89.0,89.0
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(-c7ccc8c(c7)C(=O)N(C)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(F)(F)F)cc2)c(C(F)(F)F)c1,94.0,94.0,94.0
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(C(=O)c7ccc8c(c7)C(=O)N(C)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(F)(F)F)cc2)c(C(F)(F)F)c1,97.0,97.0,97.0
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(Oc7ccc8c(c7)C(=O)N(C)C8=O)cc6C5=O)cc4C(F)(F)F)cc3)(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(F)(F)F)cc2)c(C(F)(F)F)c1,111.0,111.0,111.0
Cc1ccc(Oc2ccc(C(c3ccc(Oc4ccc(N5C(=O)c6ccc(C(c7ccc8c(c7)C(=O)N(C)C8=O)(C(F)(F)F)C(F)(F)F)cc6C5=O)cc4C(F)(F)F)cc3)(c3cc(C(F)(F)F)cc(C(F)(F)F)c3)C(F)(F)F)cc2)c(C(F)(F)F)c1,88.0,88.0,88.0
Cc1cc(C(c2ccc(C(C)(C)C)cc2)c2cc(C)c(-n3c(=O)c4cc5c(=O)n(C)c(=O)c5cc4c3=O)c(C)c2)cc(C)c1C,76.0,76.0,76.0
Cc1cc(C(c2ccc(C(C)(C)C)cc2)c2cc(C)c(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)c(C)c2)cc(C)c1C,108.0,108.0,108.0
Cc1cc(C(c2ccc(C(C)(C)C)cc2)c2cc(C)c(N3C(=O)c4ccc(C(=O)c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)c(C)c2)cc(C)c1C,84.0,84.0,84.0
Cc1cc(C(c2ccc(C(C)(C)C)cc2)c2cc(C)c(N3C(=O)c4ccc(Oc5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)c(C)c2)cc(C)c1C,93.0,93.0,93.0
Cc1ccc(C(c2ccc(-n3c(=O)c4cc5c(=O)n(C)c(=O)c5cc4c3=O)cc2)c2ccc(C(C)(C)C)cc2)cc1,87.0,87.0,87.0
Cc1ccc(C(c2ccc(N3C(=O)c4ccc(-c5ccc6c(c5)C(=O)N(C)C6=O)cc4C3=O)cc2)c2ccc(C(C)(C)C)cc2)cc1,105.0,105.0,105.0
Cc1cc(C2(c3cc(C)c(N4C(=O)c5ccc(Oc6ccc(C(C)(C)c7ccc(Oc8ccc9c(c8)C(=O)N(C)C9=O)cc7)cc6)cc5C4=O)c(C)c3)c3cc(O)ccc3-c3ccc(O)cc32)cc(C)c1C,92.8,95.5,94.06666666666668
CC(=O)Oc1ccc2c(c1)C(c1cc(C)c(C)c(C)c1)(c1cc(C)c(N3C(=O)c4ccc(C(c5ccc6c(c5)C(=O)N(C)C6=O)(C(F)(F)F)C(F)(F)F)cc4C3=O)c(C)c1)c1cc(OC(C)=O)ccc1-2,72.1,79.0,75.86666666666666
Cc1ccc(Oc2ccc(Oc3ccc(N4C(=O)c5ccc(Oc6ccc(C7(c8ccc(Oc9ccc%10c(c9)C(=O)N(C)C%10=O)cc8)c8ccccc8-c8ccccc87)cc6)cc5C4=O)cc3C(F)(F)F)cc2)c(C(F)(F)F)c1,102.0,102.0,102.0
