JobID|JobName|State|ExitCode|Elapsed|NodeList|AllocCPUS|ReqMem|MaxRSS
4664|stage0-v23-full-stack|FAILED|1:0|00:00:04|yanlih100n1|8|96G|
4664.batch|batch|FAILED|1:0|00:00:04|yanlih100n1|8||
4664.0|python|COMPLETED|0:0|00:00:02|yanlih100n1|8||
4664.1|python|FAILED|1:0|00:00:02|yanlih100n1|8||
4665|stage0-v23-full-stack|COMPLETED|0:0|00:00:24|yanlih100n1|8|96G|
4665.batch|batch|COMPLETED|0:0|00:00:24|yanlih100n1|8||
4665.0|python|COMPLETED|0:0|00:00:02|yanlih100n1|8||
4665.1|python|COMPLETED|0:0|00:00:21|yanlih100n1|8||
