smiles
C1=CC=C2C(=C1)C3(C4=C(C=C(C=C4)N)C5=C3C=CC(=C5)N)C6=CC=CC=C6O2
C1=CC(=C(C(=C1)F)N)N
C1=C(C(=C(C(=C1F)F)F)N)N
C1=C(C(=CC(=C1F)F)N)N
C1=C(C=C(C(=C1N)N)F)F
C1=CC(=C(C(=C1N)N)F)F
C1=CC=C(C(=C1)N)N=NC2=CC=CC=C2N
C1=CC(=C(C=C1F)N)N
C1=CC(=CC(=C1)C(CF)N)CN
CC1=CC(=CC(=C1)C(F)(F)F)C(N)N
CCCC(C1=CC(=CC=C1)C(C(C)C)N)N
CCCC(C1=CC(=CC=C1)C(CCC)N)N
CCCC(CCC)(C1=CC=CC(=C1)CN)N
CCC(CC)(C1=CC=CC(=C1)CN)N
C1=C(C(=C(C(=C1F)CN)F)CN)F
CC1=CC(=CC(=C1)CN)CC2=CC(=CC=C2)CN
C=CC1=CC=CC(=C1CN)CN
C1=CC=C(C=C1)C(C=CCN)N
CC1(CC=CC=C1C2=CC=CC(=C2)CN)CN
C1=CC=C(C=C1)CC2=CC(=CC=C2)C(N)N
C=CC1=CC(=C(C=C1)CN)CN
C1=CC(=CC(=C1)CN)CC2=CC(=CC=C2)CN
CC1=CC(=CC(=C1)C(N)N)C
C1=CC(=C(C=C1C(F)F)C(N)N)F
CC(CN)C1=CC=CC(=C1)CN
CCC(C)C1=CC(=CC(=C1)CN)CN
CCC(C1=CC=CC(=C1)CCN)N
C1=C(C=C(C=C1CN)C#N)CN
CC1=CC(=CC(=C1)CN)CCCCN
C1=CC=C(C=C1)C2=CC(=CC=C2)C(N)N
CC1=C(C=CC(=C1)C(N)N)F
C1=CC=C(C=C1)C(C2=CC=CC(=C2)CN)N
CC1=CC(=CC=C1)C(CCN)N
C=CCC1=CC(=CC(=C1)CCCN)CCCN
CCC1=CC=C(C=C1)C(N)N
CC1=CC(=CC=C1)C(C(C)N)N
C1=C(C=C(C=C1CN)F)CN
CCC1=C(C(=CC=C1)CN)CN
CCC1=CC(=CC(=C1)CN)CCCCN
CCC(C)(C)C1=CC=CC(=C1)C(N)N
CC(C)C(C1=CC(=CC=C1)C(C(C)C)N)N
CC1=CC(=CC=C1)CC(N)N
C1=CC(=CC(=C1)C(F)(F)F)C(N)N
CC(C)(C1=CC=CC(=C1)CN)N
CC(C)(C1=CC=CC(=C1)CCN)N
CC1=CC(=CC(=C1)C2=CC=CC(=C2)CN)CN
CC1=C(C(=CC=C1)C(N)N)F
CC1=C(C(=CC=C1)CN)CN
C1=CC(=CC(=C1)C(N)N)C#N
CC(C)C1=CC(=CC(=C1)CN)CN
CC(C1=CC=CC(=C1)CCN)N
C=CC(C1=CC(=CC=C1)C(C=C)N)N
C1=CC=C(C=C1)C(CCCCCN)N
C1=CC(=CC(=C1)CN)CCN
C=CCC1=C(C(=CC=C1)CN)CN
C1=CC(=C(C=C1CN)CN)F
CCC1=CC(=CC(=C1)CN)CN
C1=CC=C(C=C1)CC2=CC(=CC(=C2)CN)CN
CC1=C(C(=CC=C1)C(N)N)C
C=CC1=CC(=CC=C1)C(CN)N
CC1=CC(=CC(=C1)CN)CN
C1=CC(=C(C=C1CCN)CN)F
CC1=CC(=C(C=C1)CN)CN
C1=CC(=CC=C1CCCN)CN
CCC1=C(C(=CC=C1)C(N)N)CC
CC(C1=CC=CC(=C1)CN)N
CC1=C(C=CC=C1CN)CN
CC1=C(C=CC(=C1)CN)CN
CC1=C(C(=CC=C1)C)C(N)N
CC1=C(C=C(C=C1)CN)CN
CCC1=CC(=CC=C1)C(CN)N
CCCCCCC1=CC(=CC=C1)C(CN)N
CC1=CC(=CC=C1)C(CN)N
CCC1=CC(=CC(=C1)C(N)N)CC
CCC(C1=CC(=CC=C1)C(CC)N)N
CC(C)C1=CC(=CC=C1)C(N)N
CC(C)(C)C1=CC=CC(=C1)C(N)N
CC1=CC(=CC=C1)C(N)N
CCC1=C(C(=CC=C1)CC)C(N)N
CC(C1=CC(=CC=C1)C(C)N)N
C1=CC=C(C=C1)C(CCCCN)N
C1=CC(=C(C(=C1)CN)F)CN
C1=CC(=CC=C1CCN)CN
CC(C)(C)C1=CC(=CC(=C1)CN)CN
C1=CC(=CC(=C1)C2=CC=CC(=C2)CN)CN
C1=C(C=C(C=C1CN)C(F)(F)F)CN
C1=CC(=CC(=C1)CCCN)CCCN
C1=CC=C(C=C1)C(N)N
C1=CC(=CC(=C1)CCN)CCN
C1=CC(=CC(=C1)C2=CC=CC(=C2)CN)CCN
C1=CC=C(C(=C1)CN)CN
CC1=CC=C(C=C1)C(N)N
C1=CC(=CC(=C1)CN)CN
C1=CC2=CC(=CC(=C2C(=C1)F)N)N
CCC1=C2C(=C(C(=C(C2=C(C=C1)N)N)CC)CC)CC
CCC1=CC2=C(C(=C1)N)C(=CC(=C2)CC)N
CCC1=C(C2=CC=CC=C2C=C1N)N
CCC1=CC2=CC(=CC(=C2C=C1)N)N
CC(C)(C)C1=CC(=C2C(=C1)C=CC=C2N)N
CCC1=CC2=C(C=C(C=C2C=C1)N)N
C1CC(C1)C2=C(C3=C(C=CC=C3N)C=C2)N
C1=CC2=C(C=CC(=C2C(=C1)N)N)C(F)(F)F
C1=CC=C(C=C1)C2=CC(=C3C(=C2)C=CC=C3N)N
C1=CC2=C(C(=C1)N)C(=C(C=C2)C#N)N
C1=CC=C(C=C1)C2=C3C=CC=C(C3=C(C=C2)N)N
CC1=CC2=C(C(=CC(=C2C=C1)N)N)C
C1=CC=C2C(=C1)C=C(C=C2N)CN
C1=CC2=C(C=C(C=C2)CN)C(=C1)N
CC1=CC2=C(C=C(C=C2C=C1)N)N
CC1=CC2=CC(=CC(=C2C=C1)N)N
C1=CC=C2C(=C1)C=CC=C2N=NC3=CC(=CC(=C3)N)N
C1=CC=C2C3=C(C(=CC=C3)N)C(=CC2=C1)N
C1=CC2=C(C(=C1)N)C(=CC=C2)N=NC3=CC=CC4=C3C(=CC=C4)N
C1=CC2=C(C(=C1)CN)C(=CC=C2)N
CC1=CC2=C(C=C(C=C2)N)C(=C1N)C
C=CCC1=C(C2=C(C=CC=C2N)C=C1)N
C=CCC1=C(C(=CC=C1)N)CC2=C(C=CC=C2N)CC=C
CC1=C(C(=CC=C1)N)C2=CC=CC=C2N
CC1=C(C(=CC=C1)N)C2=CC(=CC=C2)N
CC1=C(C(=CC=C1)N)C2=C(C(=CC=C2)N)C
