block,count
O=c1oc(=O)c2c(C#Cc3ccccc3)c3c(=O)oc(=O)c3c(C#Cc3ccccc3)c12,1
[4*]CCCCCC,3
[4*]CCCCCCCCCC,1
[4*]CCCCCCCC,3
Cc1c2c(=O)oc(=O)c2c(N)c2c(=O)oc(=O)c12,1
[3*]OC(Cl)(Cl)Cl,1
O=c1oc(=O)c2c(O)c3c(=O)oc(=O)c3cc12,1
[6*]C(N)=O,1
C[Si](C)(C)c1c2c(=O)oc(=O)c2c([Si](C)(C)C)c2c(=O)oc(=O)c12,1
Nc1c2c(=O)oc(=O)c2cc2c(=O)oc(=O)c12,1
[4*]CC,2
[16*]c1ccc(C)cc1,4
[8*]C(Br)(Br)Br,2
[8*]C(Cl)(Cl)Cl,2
Cc1c2c(=O)oc(=O)c2c(Br)c2c(=O)oc(=O)c12,1
[16*]c1c2c(=O)oc(=O)c2c(C2=CC=CC3CC23)c2c(=O)oc(=O)c12,1
[16*]c1ccc(Cl)cc1,1
O=C1OC(=O)c2cc(S(=O)c3ccc4c(c3)C(=O)OC4=O)ccc21,1
[4*]CC(C)(C)C([4*])O,1
[4*]CC(C)(C)C[4*],1
[13*]C1OCC2(CO1)COC([13*])OC2,1
[4*]CC([8*])(C)C,1
O=C1OC(=O)c2cc3c(cc21)Cc1cc2c(cc1C3)C(=O)OC2=O,1
O=C1OC(=O)C2C1C1C3CC(C4C5CC(C34)C3C4C(=O)OC(=O)C4C53)C21,1
O=C1CC2(CC3CC2C2C4C(=O)OC(=O)C4C32)C(=O)O1,1
O=C1OC(=O)C2C1C1C3CC(C21)C1C2C(=O)OC(=O)C2C31,1
[4*]CC([4*])C[4*],2
[1*]C(C)=O,1
O=c1oc(=O)c2c3cccccc4c5c(=O)oc(=O)c5c5cccccc(c12)c5c34,1
CC1(C)CC2(CC(C)(C)c3cc4oc5cc6c(=O)oc(=O)c6cc5oc4cc32)c2cc3oc4cc5c(=O)oc(=O)c5cc4oc3cc21,1
[5*]N[5*],20
[1*]C(=O)CC[4*],1
O=C1OC(=O)c2cc3c(cc21)Oc1cc2c(cc1C3(c1ccccc1)C(F)(F)F)C(=O)OC2=O,1
O=C1CC2C3CC(C2C(=O)O1)C1C(=O)OC(=O)C31,1
O=C1OC(=O)c2ccc3c4ccc5c6c(ccc(c7ccc1c2c73)c64)C(=O)OC5=O,1
O=C1OC(=O)c2ccc3c4c(ccc1c24)-c1ccc2c4c1C3CC=c4c1ccc3c4c(ccc2c41)C(=O)OC3=O,1
O=C1OC(=O)C2=C3C1=CC=C1c4ccc5c6c4C(=C(C=C2)C13)CC=C6C(=O)OC5=O,1
O=C1OC(=O)c2ccc3c4ccc5c6ccc7c8c(ccc(c9ccc(c%10ccc1c2c%103)c4c95)c86)C(=O)OC7=O,1
[16*]c1cc2c3c(ccc4c5c([16*])cc6c7c(ccc(c1c34)c75)C(=O)OC6=O)C(=O)OC2=O,1
O=C1C=C(C2C=CC3=C(C2)C(=O)OC3=O)C(=O)O1,1
O=C1OC(=O)C2CC3C(CC12)C1C(=O)OC(=O)C31,1
O=C1OC(=O)C2C=Cc3c4c5c6c(ccc5c5ccc1c2c35)C(=O)OC(=O)C6C=C4,1
Cc1cc2c3c(ccc4c5c(C)cc6c7c(ccc(c1c34)c75)C(=O)OC6=O)C(=O)OC2=O,1
O=C1OC(=O)c2cc(F)c3c4c(ccc1c24)C(=O)OC3=O,1
O=c1oc(=O)c2cc3cc4ccc5c(=O)oc(=O)c6cc7cc8ccc1c2c8c3c7c4c56,1
[16*]c1c(F)c(F)c(F)c(F)c1F,2
O=c1oc(=O)c2c1c1ccccc1c1c(=O)oc(=O)c12,1
O=C1OC(=O)c2cc(F)c3c4c(c(F)cc1c24)C(=O)OC3=O,1
[16*]c1cc2c3c(ccc4c3c1C(=O)OC4=O)C(=O)OC2=O,3
[8*]C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F,2
O=C1CN(CN2CC(=O)OC(=O)C2)CC(=O)O1,1
[16*]c1cc2c3c(c([16*])cc4c3c1C(=O)OC4=O)C(=O)OC2=O,1
O=C1OC(=O)c2cc(F)c3c4ccc5c6c(cc(F)c(c7ccc1c2c73)c64)C(=O)OC5=O,1
[8*]C(C)(C)CC,1
[16*]c1cc2c3c(cc([16*])c4c3c1C(=O)OC4=O)C(=O)OC2=O,1
O=C1OC(=O)c2ccc3c4c(F)cc5c6c(cc(F)c(c7ccc1c2c73)c64)C(=O)OC5=O,1
O=c1oc(=O)c2cc3ccc4c(=O)oc(=O)c5cc6ccc1c2c6c3c45,1
O=C1OC(=O)c2c(F)c(F)c3c4c(c(F)cc1c24)C(=O)OC3=O,1
O=C1OC(=O)c2c(F)cc3c4c(c(F)cc1c24)C(=O)OC3=O,1
Cc1cc2c3c(c(C)cc4c3c1C(=O)OC4=O)C(=O)OC2=O,1
O=C1OC(=O)c2c(F)c(F)c3c4c(ccc1c24)C(=O)OC3=O,1
Cc1cc2c3c(cc(C)c4c3c1C(=O)OC4=O)C(=O)OC2=O,1
[16*]c1ccc2c3ccc4c5c(ccc(c6cccc1c62)c53)C(=O)OC4=O,1
[11*]S[11*],8
[16*]c1ccc(S(=O)(=O)c2ccc([16*])cc2)cc1,2
O=C1OC(=O)c2cc3c(cc21)Oc1cc2c(cc1C3(C(F)(F)F)C(F)(F)F)C(=O)OC2=O,1
O=C1OC(=O)c2ccc3c4c2C1=CCC4C(=O)OC3=O,1
O=c1oc(=O)c2c3cccc4c(=O)oc(=O)c(c5cccc1c52)c43,1
[16*]c1ccc2ccccc2c1[16*],1
Cc1cc2c3ccc4c5c(cc(C)c(c6ccc7c(c1C(=O)OC7=O)c26)c53)C(=O)OC4=O,1
O=C1OC(=O)C2C=CC3C(=O)OC(=O)c4ccc1c2c43,1
CC1(C)CC2(CC(C)(C)c3cc4c(cc32)C(=O)OC4=O)c2cc3c(cc21)C(=O)OC3=O,1
O=C1OC(=O)C2C3C=CC(C12)C1C2C(=O)OC(=O)C2C31,1
O=c1oc(=O)c2c1c1c(=O)oc(=O)c1c1c(=O)oc(=O)c21,1
O=C1OC(=O)c2ccc3c4c(F)c(F)c5c6c(ccc(c7ccc1c2c73)c64)C(=O)OC5=O,1
CC12C3=CC=C4C(=O)OC(=O)C(=CC=C1c1ccc5c6c(ccc3c16)C(=O)OC5=O)C42,1
O=C1OC(=O)c2cc3c(cc21)Oc1cc2c(cc1C3(c1ccccc1)C(F)(F)F)C(c1ccccc1)(C(F)(F)F)c1cc3c(cc1O2)C(=O)OC3=O,1
O=c1c2cc3c(=O)oc(=O)c3cc2sc2cc3c(=O)oc(=O)c3cc12,1
Cc1c(C)c2c3c(c(C)c(C)c4c3c1C(=O)OC4=O)C(=O)OC2=O,1
O=C1CC2C3CCC(C2C(=O)O1)C1C(=O)OC(=O)C31,1
Cc1c2c(=O)oc(=O)c2cc2c(=O)oc(=O)c12,1
[16*]c1ccc2c(c1)C1(CC2(C)C)CC(C)(C)c2ccc([16*])cc21,1
O=C1OC(=O)c2ccc3c4c2C1=CCC4c1ccc2c4c(ccc-3c14)C(=O)OC2=O,1
O=C1OC(=O)c2ccc3c4c(ccc1c24)C(=O)OC3=O,1
[16*]c1cc2c3cc([16*])c4c5c(c([16*])cc(c6cc([16*])c7c(c1C(=O)OC7=O)c26)c53)C(=O)OC4=O,1
O=C1OC(=O)C2C1OC1C(=O)OC(=O)C12,1
O=C1Cc2cc3c(cc2C(=O)O1)CC(=O)OC3=O,1
O=C1OC(=O)C2C1C1CC2C2(CCC3(CC4CC3C3C(=O)OC(=O)C43)C2=O)C1,2
[16*]c1cc([16*])cc(C)c1,1
C=Cc1cc2c3c(c(C=C)cc4c3c1C(=O)OC4=O)C(=O)OC2=O,1
Cc1cc2c3c(ccc4c3c1C(=O)OC4=O)C(=O)OC2=O,1
O=c1oc(=O)c2nc3c(=O)oc(=O)c3nc12,1
O=c1oc(=O)c2c(=O)c3c(=O)oc(=O)c3c(=O)c12,1
[16*]c1cc(C=C)c2c(c1)C(=O)OC2=O,1
O=c1oc(=O)c2cc3c(cc12)c(=O)c1cc2c(=O)oc(=O)c2cc13,1
O=C1OC(=O)c2ccc3c4c(c5c6c7c(ccc63)C(=O)OC(=O)C7C=C5)CC=C1c24,1
O=C1OC(=O)C2C=CC3=C4C2=C1C=CC4c1ccc2c4c(ccc3c14)C(=O)OC2=O,1
[16*]c1c2c(C)c3c(=O)oc(=O)c3c(C)c2c([16*])c2c(=O)oc(=O)c12,1
CC1=C(C2CC(=O)OC2=O)CCC2C(=O)OC(=O)C12,1
[3*]OCO[3*],1
CC1(C)c2ccc3c4c(ccc(c24)-c2ccc4c5c(ccc1c25)C(=O)OC4=O)C(=O)OC3=O,1
CC1C=C2C(=O)OC(=O)c3ccc4c(c32)C1C(=O)OC4=O,1
O=C1OC(=O)c2c(F)cc3c4c2C1=CC(F)C4C(=O)OC3=O,1
[16*]c1cc2c(cc1C=C)C(=O)OC2=O,3
O=C1OC(=O)c2ccc3c4c5c6c(ccc5c5c3c2C1=CC5)C(=O)OC(=O)C6C=C4,1
O=C1Cc2cc3c(cc2C(=O)O1)C(=O)OC(=O)C3,1
O=C1OC(=O)C2=CC=C3c4ccc5c6c(ccc(c46)C4=CC=C1C2C43)C(=O)OC5=O,1
O=C1OC(=O)c2cc(C#Cc3ccc4c(c3)C(=O)OC4=O)ccc21,1
O=C1OC(=O)C2=CC3c4cc5c(cc4C3C=C12)C(=O)OC5=O,1
CC#Cc1cc2c3c(c(C)cc4c3c1C(=O)OC4=O)C(=O)OC2=O,1
O=C1OC(=O)C2C3CCC(C12)C1C(=O)OC(=O)C31,1
O=c1oc(=O)c2nc3c(=O)oc(=O)c3cc12,1
O=c1oc(=O)c2c(F)c3c(=O)oc(=O)c3c(F)c12,1
C[Si](C)(O[Si](C)(C)c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,1
O=c1oc(=O)c2c(F)c3c(=O)oc(=O)c3cc12,1
O=C1OC(=O)c2cc(F)c3c4c2C1=CC(F)C4C(=O)OC3=O,1
[16*]c1c2c(=O)oc(=O)c2c(C)c2c(=O)oc(=O)c12,1
O=c1oc(=O)c2c1ccc1c(=O)oc(=O)c12,1
[16*]c1ccc(C2(c3ccc([16*])c(C)c3)c3ccccc3-c3ccccc32)cc1C,1
[16*]c1ccc(P(=O)(c2ccccc2)c2ccc([16*])cc2)cc1,1
[3*]OOO[3*],1
C=C1CC2=C(C=C1c1ccc3c(c1)C(=O)OC3=O)C(=O)OC2=O,1
O=C1OC(=O)C2CC(c3ccc4c(c3)C(=O)OC4=O)=CC=C12,1
C=Cc1c2c(=O)oc(=O)c2c(C=C)c2c(=O)oc(=O)c12,1
[16*]c1ccc([16*])c(P(=O)(c2ccccc2)c2ccccc2)c1,1
O=c1oc(=O)c2c(C3=CCC=CC=C3)c3c(=O)oc(=O)c3cc12,1
O=c1oc(=O)c2cc3c(cc12)c1c(=O)oc(=O)c31,1
O=C1Cc2cc3c(cc2C(=O)O1)C(=O)OC3=O,1
O=C1OC(=O)C2=CC(c3ccc4c(c3)C(=O)OC4=O)=CCC=C12,1
[6*]C(=O)CC([6*])=O,1
O=C1OC(=O)C2CC=CC(c3ccc4c(c3)C(=O)OC4=O)=C12,1
O=C1OC(=O)C2=C(c3ccc4c(c3)C(=O)OC4=O)CCC=C12,1
O=C1OC(=O)c2c1ccc1c(=O)oc(=O)c3ccccc3c21,1
O=C1OC(=O)C2=C1Cc1cc3c(cc1C2)C(=O)OC3=O,1
[8*]CC1=CC2C(=O)OC(=O)C2C=C1,1
O=C1OC(=O)c2cc(C3=CC4C(=O)OC(=O)C4C=C3)ccc21,1
[15*]C1C=CC=C2C(=O)OC(=O)C21,1
O=C1C=C(c2ccc3c(c2)C(=O)OC3=O)C(=O)O1,1
[8*]CC=C,2
C=Cc1c2c(=O)oc(=O)c2cc2c(=O)oc(=O)c12,1
[5*]N([5*])C,1
[5*]N1CC(=O)OC(=O)C1,2
[15*]C1(C)CC(=O)OC1=O,1
Cc1c(C)c2c(=O)oc(=O)c2c2c(=O)oc(=O)c12,1
Cc1cc2c(=O)oc(=O)c2c2c(=O)oc(=O)c12,1
C[Si](C)(C)c1c2c(=O)oc(=O)c2cc2c(=O)oc(=O)c12,1
O=c1oc(=O)c2c1ccc1ccc3c(=O)oc(=O)c3c12,1
O=C1OC(=O)C(c2cccc3c2C(=O)OC3=O)=C1c1ccccc1,1
O=c1oc(=O)c2c(I)c3c(=O)oc(=O)c3c(I)c12,1
[3*]OO[3*],1
[16*]c1cc(C)c2c(c1)C(=O)OC2=O,1
O=C1OC(=O)c2cc1cc1c2C(=O)OC1=O,1
O=C1OC(=O)C2CC=C(c3ccc4c(c3)C(=O)OC4=O)C=C12,1
O=c1oc(=O)c2c(Br)c3c(=O)oc(=O)c3c(Br)c12,1
[8*]C(F)(F)C(F)(F)C(F)(F)F,1
[3*]OC(F)(F)F,1
O=C1OC(=O)C2CC3C(=O)OC(=O)C3CC12,2
O=C1CC(C2CC(=O)OC2=O)C(=O)O1,2
O=C1OC(=O)C2C1C1C(=O)OC(=O)C21,2
[15*]C1(C)CC(=O)OC(=O)C1,1
O=C1CC2C3CC(C(=O)OC3=O)C2C(=O)O1,1
Cc1ccc2c(c1)C1C(=O)OC(=O)C1CC2C1CC(=O)OC1=O,2
O=C1CC2C(CC3C(=O)OC(=O)C32)C(=O)O1,1
O=C1OC(=O)C2CC1C1C3CC(C(=O)OC3=O)C21,1
[8*]CCCCCCCC[8*],1
O=C1OC(=O)c2cc3c(cc21)=CC1C(=O)OC(=O)C1C=3,1
O=c1oc(=O)c2cc3cc4cc5c(=O)oc(=O)c5cc4cc3cc12,1
[8*]C([8*])[8*],1
CC1(C(F)(F)F)c2cc3c(cc2Oc2cc4c(cc21)C(=O)OC4=O)C(=O)OC3=O,1
CC12C(=O)OC(=O)C1C1(C)C(=O)OC(=O)C21,2
[6*]C(=O)C([6*])=O,1
[8*]C([8*])(C)C(F)(F)C(F)(F)F,1
O=c1oc(=O)c2cc3c(ccc4c(=O)oc(=O)c43)cc12,1
O=c1oc(=O)c2c1ccc1c2ccc2c(=O)oc(=O)c21,1
O=c1oc(=O)c2c1ccc1cc3c(ccc4c(=O)oc(=O)c43)cc12,1
O=c1oc(=O)c2cc3cc4c(ccc5c(=O)oc(=O)c54)cc3cc12,1
O=C1OC(=O)c2cc(S(=O)(=O)c3ccc4c(c3)C(=O)OC4=O)ccc21,2
[15*]C1CCC2C3CC=C4CC([15*])([15*])CCC4(C)C3CCC12C,1
O=C1CC(C2CC3C(=O)OC(=O)C3c3ccccc32)C(=O)O1,2
[15*]C1CCC2C3CCC4C([15*])([15*])CCCC4(C)C3CCC12C,1
O=C1OC(=O)C2C1CC1C(=O)OC(=O)C12,1
O=c1oc(=O)c2c1oc1c(=O)oc(=O)c12,1
[15*]C1CC2(CC(=O)OC2=O)CC2C(=O)OC(=O)C12,1
O=C1c2cc3c(cc2Cc2cc4c(cc21)C(=O)OC4=O)C(=O)OC3=O,1
O=C1OC(=O)c2cc(C3(c4ccc5c(c4)C(=O)OC5=O)c4ccccc4-c4ccccc43)ccc21,1
C[Si](C)(c1ccc2c(c1)C(=O)OC2=O)c1ccc2c(c1)C(=O)OC2=O,1
O=C1OC(=O)C2C3CC(C12)C1C(=O)OC(=O)C31,1
[16*]c1ccc2c(c1)Sc1ccc([16*])cc1S2,1
[11*]SC1=CC2C(=O)OC(=O)C2C=C1,1
O=C1OC(=O)C2C3C=CC(C12)C1C(=O)OC(=O)C31,2
